Aufnahmesigle;Ort;Y;X;Beleg;Infinitivrektion;Kommentar
ZW--_E_04929;Dürrlauingen;48,47;10,43;Mittel sind da. Auf das Geld brauchen die keine Rücksicht nehmen. Die gehen halt wieder ein;NULL;
ZW--_E_04929;Dürrlauingen;48,47;10,43;gesagt, an den Prozesslein, da braucht man nicht viel schreiben, und man hat doch sein;NULL;
ZW--_E_04931;Dürrlauingen;48,47;10,43;jetzt geht es leichter, und braucht man den Dreck nicht mehr schlucken, .;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_04943;Langweid am Lech;48,49;10,85;Früher hat man Kälber hineingetrieben. Das braucht man heute nicht mehr tun, treibt man bloß mehr;NULL;
ZW--_E_04948;Schmiechen;48,21;10,96;Der hat beispielsweise bald so richtig nachgehen brauchen an der Ernte und so weiter, da ist er;NULL;
ZW--_E_04948;Schmiechen;48,21;10,96;einerseits leichter in der Landwirtschaft, man braucht sich nicht mehr so plagen wie früher, weil die;NULL;
ZW--_E_04965;Mickhausen;48,25;10,52;gebraucht. Die hat etwas zu fressen gebraucht. Die ist ja ausgehungert gewesen, von dem Bauern;NULL;
ZW--_E_04965;Mickhausen;48,25;10,52;du kannst die Arbeit alle. Dir braucht es nicht bange sein um dein Leben. Und wenn;NULL;
ZW--_E_04980;Weitnau;47,65;10,13;hat man die elektrischen Zäune, da braucht man nicht mehr zum Vieh hinstehen, oder, die;NULL;
ZW--_E_04986;Isny im Allgäu;47,69;10,04;Auf jeden Fall, also, brauchen für mich die Kinder nicht zu sorgen. Also,;NULL;
ZW--_E_04987;Buchenberg;47,7;10,22;at- Die Zeit hat man sollen brauchen nicht versäumen. Ist eben so gewesen: Der Forstmeister;NULL;
ZW--_E_04996;Isny im Allgäu;47,69;10,04;im eigenen Haus gewesen. Wir haben brauchen keine Milch mehr kaufen. Warum? Wir haben gleich;NULL;
ZW--_E_05007;Freudenstadt;48,46;8,41;Sie zeitenweise in der Stadt bleiben, brauchen Sie gar nicht aufs Land kommen. Da sei die;NULL;
ZW--_E_05007;Freudenstadt;48,46;8,41;acht Stunden und hat den Verdienst und braucht nicht da sich im Wald herumstudeln lassen und so und;NULL;
ZW--_E_05008;Freudenstadt;48,46;8,41;"ich gesagt: "" ( Du) brauchst für mich kein Bett richten auf den, da ein";NULL;
ZW--_E_05030;Schiltach;48,29;8,34;Wege und alles. Das braucht man ja heute nicht mehr so machen.;NULL;
ZW--_E_05043;Rottweil;48,17;8,62;"dannen haben, ( danach) bräuchten sie nur brummeln, nicht, und nur"" hee";NULL;
ZW--_E_05043;Rottweil;48,17;8,62;"und nur"" hee"" machen und bräuchten nichts sagen den Leuten. Aber es ist ja dem";NULL;
ZW--_E_05078;Walbstadt;49,3;8,92;mit den Maschinen wird gemäht und da braucht man ja auch nicht mehr zu wetzen. Jetzt bin;ZU;
ZW--_E_05078;Walbstadt;49,3;8,92;mal so, wo man nicht spritzen braucht. Ich hab gar keinen, keinen Amerikaner habe ich;NULL;
ZW--_E_05088;Modautal;49,77;8,72;machen viel Arbeit die Käse. Heut braucht man ja keinen mehr machen. Es gibt keine Milch;NULL;
ZW--_E_05095;Hirschhorn (Neckar) ;49,45;8,9;man in den Wald hinausgeht, man braucht ja gar nicht weit hinaus zu gehen, ja da;ZU;
ZW--_E_05104;Rothenberg;49,5;8,92;anders wie's früher war. Wir brauchen morgens nicht mehr so früh aufzustehen, um Heu zu;ZU;
ZW--_E_05104;Rothenberg;49,5;8,92;alles aufgehört jetzt, so zu plagen brauchen wir uns nicht.;ZU;
ZW--_E_05107;Höchst im Odenwald;49,8;8,99;heute hat man doch den Kartoffelroder. Braucht man nicht mehr zu hacken, werden sie bloß aufgelesen;ZU;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05108;Höchst im Odenwald;49,8;8,99;anfangen. Ja ich bin am Geburtsdatum brauchen Sie nicht zu schreiben, wann ich aus der Schule;ZU;
ZW--_E_05108;Höchst im Odenwald;49,8;8,99;ich schneller geschehen wie am Feuer. Brauchen sich nicht so quälen, .;NULL;
ZW--_E_05111;Heppenheim;49,64;8,64;letzten Jahr sind wir dazu übergegangen was brauche denn ich den anderen ihre Trauben auch zu hüten hat;NULL;
ZW--_E_05112;Heppenheim;49,64;8,64;Ihr ruhig Fastnacht feiern. An mir braucht Ihr Euch nicht zu stören. Ich erlaub's.;ZU;
ZW--_E_05113;Heppenheim;49,64;8,64;gehabt, daß sie's nicht zu füttern brauchen daheim. Und heute ist das alles miteinander weggefallen durch;ZU;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05122;Hörstel;52,3;7,59;ich dann zu Hause ankam, dann brauchte ich das schon nicht mehr zu lernen. Dann brauchte;ZU;
ZW--_E_05122;Hörstel;52,3;7,59;schon nicht mehr zu lernen. Dann brauchte ich bloß noch die schriftlichen Arbeiten machen. Aber man;NULL;
ZW--_E_05130;Saterland;53,03;7,72;hinter dem anderen her. Und dann brauche ich meine Olsche auch nicht mehr zu holen. Ja;ZU;
ZW--_E_05158;Jever;53,57;7,9;hätten, mal äh ganz äh, brauchen Sie ja nicht darauf antworten die Frage, wenn Sie;NULL;
ZW--_E_05169;Großefehn;53,38;7,58;ja bei der Arbeit immer. Man braucht ja keine extra Reisen machen al hier immer, durch;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05174;Friedeburg;53,45;7,83;Geld, wir haben uns keine kaufen brauchen, haben das Geld also da nicht drinnen sitzen,;NULL;
ZW--_E_05174;Friedeburg;53,45;7,83;furchtbar leicht, war kein Wasser, brauchten sich nirgends mit aufhalten und, e, ist leicht;NULL;
ZW--_E_05177;Friedeburg;53,45;7,83;einen allgemeinen Kursus muß man mitmachen, braucht man nicht mitmachen, aber anders schafft man's nicht.;NULL;
ZW--_E_05182;Wilhelmshaven;53,52;8,13;da sagten sie ja gleich: 'Da brauchst du ja gar nicht hingehen, da brauchst du ja;NULL;
ZW--_E_05188;Neuharlingersiel;53,7;7,7;bißchen stürmisch ist, nicht, dann brauchst ja nicht mehr hingehen.;NULL;
ZW--_E_05188;Neuharlingersiel;53,7;7,7;, das ist ja so, da braucht ja man ein bißchen Wind sein, nun überhaupt,;NULL;
ZW--_E_05190;Wangerland;53,65;7,95;macht mir auch Spaß. Und ich brauch da sonst ja nicht mehr so viel von erzählen;NULL;
ZW--_E_05190;Wangerland;53,65;7,95;mit vier, fünf Mann. Wir brauchen uns ja nicht mehr anstrengen dabei, nicht. Wir;NULL;
ZW--_E_05205;Westerdeichstrich;54,17;8,87;sagten wir immer zum Lehrer, er brauche nicht gleich wiederkommen, wir, wir wollten uns allein;NULL;
ZW--_E_05213;Averlak;53,95;9,18;Finanzen so weit, nicht. Hungern brauche ich da noch nicht bei meiner ganzen-. Darum,;NULL;
ZW--_E_05213;Averlak;53,95;9,18;Pächter das ein bißchen erleichtern, nun brauch ich nicht den letzten fünf Mark auf einen Scheffel nehmen;NULL;
ZW--_E_05224;Hamburg;53,55;10;spielen mal einen anständigen Skat. Das braucht der Boß ja grade alles nicht zu sehen, aber;ZU;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05235;Raketau;53,95;10,73;das Futter nicht raus, den Pferden brauchte ich nicht soviel Futter zu geben, als wenn ich;NULL;
ZW--_E_05236;Raketau;53,95;10,73;da mußten wir auch noch hin aber brauchten ja nicht mehr eingesetzt zu werden.;ZU;
ZW--_E_05236;Raketau;53,95;10,73;Ja da den Saal, den brauchen wir nicht ausschmücken;NULL;
ZW--_E_05236;Raketau;53,95;10,73;daß ich nicht allein laufen und springen brauchte, haben die mitgemacht, nicht, da kriegte ich;NULL;
ZW--_E_05389;Ladbergen;52,14;7,74;Trecker, der ist vollautomatisch, man braucht bloß die Kartoffeln in die Mulde zu schütten und sie;ZU;
ZW--_E_05389;Ladbergen;52,14;7,74;haben sie, äh, äh, brauchen sie im ganzen nicht so viel bei uns zu tun;ZU;
ZW--_E_05390;Ladbergen;52,14;7,74;hatte ein Einsehen und von nun an brauchte es nicht mehr am Timpen zu sitzen und einen tüchtigen;ZU;
ZW--_E_05398;Hasselau;53,66;9,62;Du jetzt so viel an, als du brauchen tuest.;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05403;Norderney;53,71;7,15;wir nicht erst aus dem Hafen herausfahren brauchen. Dann lagen wir gleich klar, los von der;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05409;Baltrum;53,73;7,37;weg. Daß wir keine Angst haben brauchen, daß wir hier versaufen, das meinen die viel;NULL;
ZW--_E_05414;Juist;53,68;6,99;kann sich da gut halten, wir brauchen sie ungefähr nicht zufüttern, im Winter. Höchstens daß;ZU;
ZW--_E_05416;Langeoog;53,75;7,48;Habbo Tonnjes auf Tonband aufgenommen, den brauch ich nun nicht erzählen, also der. Ja,;NULL;
ZW--_E_05416;Langeoog;53,75;7,48;Und diese Cognackisten brauchten aber nicht gemeldet zu werden;ZU;
ZW--_E_05417;Langeoog;53,75;7,48;in der Woche seinen Wasserturm bloß vollpumpen braucht, äh, dann reichte das für eine ganze Woche;NULL;
ZW--_E_05419;Spiekeroog;53,77;7,7;dann lassen wir sie reisen, dann brauchen wir uns den ganzen Sommer nicht wieder darum kümmern.;NULL;
ZW--_E_05432;Bartholomä;48,75;9,99;das sage ich. Also, Sie brauchen ja das nicht weiter gerade schwätzen so. Aber,;NULL;
ZW--_E_05432;Bartholomä;48,75;9,99;wenn ich da hinaufkomme, also ich bräuchte da keinen Geldbeutel mitnehmen. Der hat gesagt, wenn;NULL;
ZW--_E_05433;Heidenheim an der Brenz;48,68;10,15;einmal stehen lassen auf dem Acker und brauche sie nicht immer mitten auf den Straßen herumziehen. Es;NULL;
ZW--_E_05434;Heidenheim an der Brenz;48,68;10,15;voll! Also, ( danach) brauchen Sie nicht mehr zu uns kommen. ( Danach);NULL;
ZW--_E_05440;Nördlingen;48,85;10,5;Ja, Fräulein, da brauchen Sie nicht greinen, da brauchen Sie nicht greinen!;NULL;
ZW--_E_05450;Munningen;48,92;10,58;ein Bauer etwas bauen will, der braucht bloß zum Verein gehen und braucht sich ein Geld holen;NULL;
ZW--_E_05450;Munningen;48,92;10,58;der braucht bloß zum Verein gehen und braucht sich ein Geld holen. Der, also das wird;NULL;
ZW--_E_05462;Wittelshofen;49,07;10,47;das) Füttern schneller geht. Misten brauche ich nicht. Aber ich habe gemistet nachher auch,;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05467;Alerheim;48,85;10,62;"Da hat man halt nur mehr hinandrücken brauchen, ( danach) hat es gehei- : """;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05476;Alfdorf;48,85;9,72;"haben wir weniger Arbeit. "" Man braucht halt nicht jeden Tag misten";NULL;
ZW--_E_05478;Murrhardt;48,98;9,58;hat man Schlepper, nicht, da brauchen die Kinder das alles nicht mehr machen. Vor allen;NULL;
ZW--_E_05482;Bachenau;49,28;9,19;"habe ich zu dem gesagt. "" Brauchen Sie keine Ängste haben. "" Und da ist der";NULL;
ZW--_E_05482;Bachenau;49,28;9,19;"weiß es auch, und die anderen brauchen es nicht zu wissen. "" Ja. ( Danach";ZU;
ZW--_E_05483;Bachenau;49,28;9,19;sie um, nicht wahr. Die brauchen keine Hand mehr alleweil umsägen, ja. Und das;ZU;undeutlich
ZW--_E_05485;Gundelsheim;49,28;9,16;das muss einfach so sein. Es braucht nicht ein Bauerntapp zu sein, dass man ihm schon;ZU;
ZW--_E_05490;Weinsberg;49,15;9,29;alle Hände voll zu tun. Da braucht man nicht mehr daheim an Großputz und so weiter denken;NULL;
ZW--_E_05492;Weinsberg;49,15;9,29;Weil da braucht man gar nicht viel tun, bloß den anderen sagen;NULL;
ZW--_E_05492;Weinsberg;49,15;9,29;warten wir es einmal ab. Brauchst dich ja jetzt noch nicht entscheiden.;NULL;
ZW--_E_05496;Kupferzell;49,23;9,68;die ist, die ist, brauchen freilich nicht mehr so schaffen wie wir;NULL;
ZW--_E_05498;Neuenstein (Hohenlohe);49,2;9,58;( danach) nicht mehr wegtun hat brauchen, nicht wahr, wo man abgemäht hat. Und;NULL;
ZW--_E_05501;Ilshofen;49,17;9,92;kann nämlich jetzt Tierlein so herausschneiden, brauche ich nichts zeichnen, und die Füße so auseinander und;NULL;
ZW--_E_05502;Ilshofen;49,17;9,92;sind nicht ausgegangen, nein. Da braucht man nicht Wasser sparen, bei uns. Und-;NULL;
ZW--_E_05502;Ilshofen;49,17;9,92;Braucht man es nicht bezahlen, das ist hier billig,;NULL;
ZW--_E_05502;Ilshofen;49,17;9,92;langsam tut, gell. Aber sonst braucht man nicht sparen für sein Geld, ja. Und;NULL;
ZW--_E_05503;Schöntal;49,35;9,52;hat im Leben, der weiß das. Mehr brauche ich Ihnen nicht erzählen.;NULL;
ZW--_E_05503;Schöntal;49,35;9,52;ich persönlich in der Werkstatt schaffe, brauche ich nichts mehr dabei denken in dem Sinn, verstehen;NULL;
ZW--_E_05503;Schöntal;49,35;9,52; mache ein Fass. Da brauche ich praktisch nichts dabei denken,;NULL;
ZW--_E_05504;Schöntal;49,35;9,52;zusammen bis auf den Reif. Da braucht man sich nicht mehr so plagen wie früher. Na;NULL;
ZW--_E_05504;Schöntal;49,35;9,52;gemacht. Wir haben gar nicht fürchten brauchen, dass wir einmal Molesten kriegen wegen dem Halten,;NULL;
ZW--_E_05504;Schöntal;49,35;9,52;) habe ich gar keine Sorge haben brauchen, dass mir einen Pfennig fehlgeht. Der Mann war;NULL;
ZW--_E_05509;Schöntal;49,35;9,52; Jetzt ist es viel einfacher. Jetzt braucht man nichts mehr abzuladen.;ZU;
ZW--_E_05514;Neipperg;49,1;9,05;ein, ein bisschen regnen tut, braucht nicht so viel regnen- und das sieht man den;NULL;
ZW--_E_05516;Neipperg;49,1;9,05;seit man es nicht mehr mähen braucht von Hand, ist( es) auch besser.;NULL;
ZW--_E_05518;Sachsenheim;48,96;9,06;( Danach) kann sie also- braucht sie nicht mehr kommen. Wir haben wissen nicht,;NULL;
ZW--_E_05518;Sachsenheim;48,96;9,06;ja wenig Geld hat, also das bräuchte sie ja jetzt wirklich nicht alles kaufen. Und(;NULL;
ZW--_E_05518;Sachsenheim;48,96;9,06;weil ich gedacht habe, sie bräuchte das nicht alles kaufen.;NULL;
ZW--_E_05519;Sachsenheim;48,96;9,06;früher hat man nicht so viel spritzenbrauchen in den 90er Jahren noch. Das denkt mit noch;NULL;
ZW--_E_05525;Oberderdingen;49,07;8,8;so viel Arbeit, ( danach) braucht man nicht mehr so viel anbinden. Wenn das(;NULL;
ZW--_E_05525;Oberderdingen;49,07;8,8;herumgebogen ist, ( danach) braucht man nichts mehr machen. Und( danach) wird;NULL;
ZW--_E_05525;Oberderdingen;49,07;8,8;die Pumpen, da. Da braucht man also nichts mehr machen wie da den Schlauch in;NULL;
ZW--_E_05653;Himbergen;53,09;10,73;wurden ins Armenhaus reingesteckt. Zu hungern brauchten sie ja nicht, aber übrig war auch nichts.;ZU;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05654;Enger;52,13;8,57;Die aus der weiteren Verwandtschaft die brauchten nicht mit dem Schleier zu gehen.;NULL;
ZW--_E_05655;Enger;52,13;8,57;dass sie keine große Bauernhilfe zu tun brauchten, denn bei Pauck auf dem Hofe waren sieben Kinder;ZU;
ZW--_E_05656;Enger;52,13;8,57;und tun wie man wollte, man brauchte keine Schuhe putzen, nur jeden Abend natürlich schön die;NULL;
ZW--_E_05656;Enger;52,13;8,57;ich die Prüfung bestanden hätte, jetzt brauchte ich nichts mehr tun, ich hätte ja alles verkehrt;NULL;
ZW--_E_05659;Herford;52,11;8,67;gedroschen war, der Tag, dann brauchten sie nicht spinnen, nicht. Dann war frei.;NULL;
ZW--_E_05661;Herford;52,11;8,67;wurde von den Bauern umgemacht. Da brauchte er nichts für geben. Nun hatte er mal Klee;NULL;
ZW--_E_05662;Enger;52,13;8,57;für sich selbst für Lebensmittel nichts ausgeben brauchte. Das, was er im Haus verdiente, das;NULL;
ZW--_E_05663;Enger;52,13;8,57;üblich, dass wir keine Butterbrote mitzubringen brauchten. Die Butterbrote wurden dann gebracht und es war dann;NULL;
ZW--_E_05665;Enger;52,13;8,57;war das auch schön, denn da brauchte man gar keine Angst zu haben, wenn einer mal;NULL;
ZW--_E_05670;Enger;52,13;8,57;immer eine schöne Zeit, denn lernen brauchten wir nicht. Unser Rektor, wenn der morgens kam;NULL;
ZW--_E_05671;Enger;52,13;8,57;und so ein paar Schweinchen. Wir brauchten keinen direkten Hunger leiden. Die Zeiten waren zwar nicht;NULL;
ZW--_E_05672;Enger;52,13;8,57;haben sie auch weggeholt. Aber wir brauchten da nicht mehr so ganz lange warten, da hatten;ZU;undeutlich
ZW--_E_05675;Enger;52,13;8,57;und in der Scheune? Da braucht ihr nichts zu machen! Aber außen ein Gerüst!;NULL;
ZW--_E_05676;Enger;52,13;8,57;dann mit dem Mund aufkriegen. Ich brauchte mich bloß bücken, dann hatte ich sie und dann;NULL;
ZW--_E_05676;Enger;52,13;8,57;kuck hast doch schön gespart! Da brauch ich kein Geld mehr iutdocken. Einen Anzug und alles;NULL;
ZW--_E_05678;Enger;52,13;8,57;Eier nach Mutter Rohrich brachten. Da brauchte man nicht viel bei kennen, das ging gerade in;NULL;
ZW--_E_05681;Enger;52,13;8,57;und wenn man nachts arbeitet, dann braucht man ja am Tage nicht arbeiten und nachts nicht schlafen;NULL;
ZW--_E_05682;Enger;52,13;8,57;langsam zu der Mechanisierung überging, da brauchten die Kühe ja nicht mehr alles tun. Die leichteren;NULL;
ZW--_E_05682;Enger;52,13;8,57;wenn der eingestellt war. Und dann brauchte einer gar nicht ackern können. Und die Kühe oder;NULL;
ZW--_E_05682;Enger;52,13;8,57;Und vor allen Dingen: es brauchte ja nicht künstlich getrocknet werden und so weiter. Es;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05685;Spenge;52,13;8,48;um Arbeit! Sagte ich: Ihr braucht mir die Papiere gar nicht zu zeigen. Zeigt mir;ZU;
ZW--_E_05687;Spenge;52,13;8,48;Die haben wir bei Höke nicht lernen brauchen. Die mussten wir bei Höke nicht.;NULL;
ZW--_E_05688;Spenge;52,13;8,48;die hießen Klei- Nachbarn. Da brauchten sich diejenigen um nichts bekümmern. Wenn ein Luik war;NULL;
ZW--_E_05689;Spenge;52,13;8,48;gab es besseres Essen, und da brauchte man bloß spazieren gehen und und so weiter. Dann;NULL;
ZW--_E_05695;Spenge;52,13;8,48;kommen hinten zwei Mann drauf. Da brauchen wir keine Körbe mehr übers Land schleppen, das geht;NULL;
ZW--_E_05695;Spenge;52,13;8,48;mit dem Trecker da drauf zu fahren braucht. Denn ein Trecker, der wiegt ja auch über;NULL;
ZW--_E_05695;Spenge;52,13;8,48;normalerweise heute gar nicht so hoch sein brauchen, wie sie jetzt ist. Denn oben in der;NULL;
ZW--_E_05705;Spenge;52,13;8,48;du musst dir eine Knetmaschine anschaffen, dann brauchst du die Teige nicht mehr mit der Hand machen.;NULL;
ZW--_E_05708;Hiddenhausen;52,17;8,62;dass wir uns gar nicht darum bekümmern brauchten. Dann durften wir einsteigen. Die Fahrt ging über;NULL;
ZW--_E_05708;Hiddenhausen;52,17;8,62;Nein, vormachen brauche ich nichts, das ist ja auch ein Glück so;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05711;Hiddenhausen;52,17;8,62;Man braucht nur an die Felds in die Rollkammer zu denken, ja.;ZU;
ZW--_E_05715;Hiddenhausen;52,17;8,62;die Ferkel nicht fressen wollten, dann brauchte er dann bloß in den Stall gehen und zog seine;NULL;
ZW--_E_05715;Hiddenhausen;52,17;8,62;es ja nach dem Grabe. Heutzutage brauchen sie ja nicht einmal mehr zu tragen, da wird;ZU;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05716;Hiddenhausen;52,17;8,62;das ist ein schöner Beruf. Da brauche ich zuerst einmal nur ein halbes Jahr arbeiten und in;NULL;
ZW--_E_05716;Hiddenhausen;52,17;8,62;in dem anderen halben Jahr, da brauche ich ja bloß halbe Tage zu arbeiten. Aber inzwischen;NULL;
ZW--_E_05716;Hiddenhausen;52,17;8,62;suchen rund ums ganze Haus und es braucht kein Mensch glauben, dass er sie so auf den;NULL;undeutlich
ZW--_E_05718;Hiddenhausen;52,17;8,62;die hatte immer die Kopfrose. Da brauchte bloß so eine kleine Müffigkeit gewesen sein, dann hatte;NULL;
ZW--_E_05729;Hiddenhausen;52,17;8,62;doch einmal die Polizei packte! Dann brauchte ich nicht mehr zu arbeiten. Denn der Lehrer in;ZU;
ZW--_E_05729;Hiddenhausen;52,17;8,62;gekauft, der konnte ziehen. Da brauchte ich ihn nicht mehr abholen. So, nun will;NULL;
ZW--_E_05730;Hiddenhausen;52,17;8,62;der zweite September, an dem Tag brauchten wir ja keine Schulbücher mitbringen nach Schule. Da zogen;NULL;
ZW--_E_05730;Hiddenhausen;52,17;8,62;der Schwester gesagt: Ja, darum braucht man doch nicht zu schimpfen. Wenn keiner mehr was;NULL;
ZW--_E_05733;Bünde;52,2;8,59;auch wieder eine Form fertig, dann braucht sich da weiter keiner bei aufhalten! Denn unsere Mutter;NULL;
ZW--_E_05733;Bünde;52,2;8,59;musste nun die Wickel machen. Sie brauchte mir ja nichts mehr lernen, ich meine, ich;NULL;
ZW--_E_05734;Hiddenhausen;52,17;8,62;allbekannter Polizist: Ach Budde, da brauchst du dir keine Gedanken machen, das werden wir schon;NULL;
ZW--_E_05734;Hiddenhausen;52,17;8,62;Sport. Der Bünder Verein, der brauchte bloß eine Karte schreiben, und wenn es auch nicht;NULL;
ZW--_E_05734;Hiddenhausen;52,17;8,62;konnte ich Freitagabend noch fahren. Und brauchte erst montagabends wieder da sein. Das habe ich n;NULL;
ZW--_E_05735;Hiddenhausen;52,17;8,62;Da schrieben sie mir, ich brauchte zu dem angesetzten Termin nicht mehr erscheinen. Damit war;NULL;
ZW--_E_05736;Hiddenhausen;52,17;8,62;ich war noch jung, ich brauchte noch nicht mit mähen. Da kann ich auch einen;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05737;Hiddenhausen;52,17;8,62;Kühe hüten und so weiter, dann brauchst du dich da nicht mehr drum bekümmern. Das Übrige;NULL;
ZW--_E_05737;Hiddenhausen;52,17;8,62;dann hatte ich Neone. Dann brauchte ich nichts zu machen. Dann konnte ich so ein;NULL;
ZW--_E_05738;Herford;52,11;8,67;Wir haben das ja erlebt, da brauchen wir gar nicht großartig drüber zu reden. Aber als;NULL;
ZW--_E_05739;Herford;52,11;8,67;dass wir nicht so viel Arbeitskraft bezahlen brauchen, die ist nämlich zu teuer.;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05740;Hiddenhausen;52,17;8,62;wie sie gewachsen waren. Da brauchte er sie nur noch ein bisschen zurechtmachen. Er machte;ZU;
ZW--_E_05743;Herford;52,11;8,67;Nachbarn und erledigten alles. Die Leute brauchten sich selbst um nichts bekümmern. Sie nahmen das Familienbuch;NULL;
ZW--_E_05748;Löhne;52,2;8,7;an den Beinen herunter, aber es brauchte nichts gewaschen zu werden. Wir hatten ja keine Unterwäsche;NULL;
ZW--_E_05748;Löhne;52,2;8,7;Man brauchte nur um die Weide so einen Ring drumherumschneiden;NULL;
ZW--_E_05750;Löhne;52,2;8,7;Papa, sagt sie, du brauchst nicht mehr viel haben, wir hatten ja noch ein;NULL;
ZW--_E_05750;Löhne;52,2;8,7;ich sagte: Da brauche ich ja nur hingehen und nach Hochzeit hierhin;NULL;
ZW--_E_05751;Löhne;52,2;8,7;ja ihn gar nicht zum TÜV zulassen brauchen. Und, ich muss jede Woche zur Brauerei und;NULL;
ZW--_E_05751;Löhne;52,2;8,7; Da braucht man nicht aufstiegen, und brauchen wir nachher nicht mehr dreschen;NULL;
ZW--_E_05751;Löhne;52,2;8,7;jetzt ja auch noch, aber es braucht auch keiner vor der Luke sein und, auf dem;ZU;undeutlich
ZW--_E_05751;Löhne;52,2;8,7;dann der Monogerm- Samen, dann braucht man auch nicht viel hacken, weil gespritzt wird.;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05751;Löhne;52,2;8,7;dazu. Das ist, das Pferd braucht praktisch nicht viel machen, das machte nur;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05751;Löhne;52,2;8,7;Reitpferd dafür haben, weil, das braucht ja sowieso nicht viel machen, das kann ja für;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05751;Löhne;52,2;8,7;trotzdem vor, weil mit dem Pferd brauchen wir ja nicht mehr viel machen, und wollen doch;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05752;Löhne;52,2;8,7;war die eilige Zeit. Bei Tage brauchte ja keiner auf das Pferd aufpassen, da hatten wir;NULL;
ZW--_E_05752;Löhne;52,2;8,7;auch selbst eine Peitsche, aber klappen brauchte ich ja nicht. Dann hätte ich sie ja alle;NULL;
ZW--_E_05752;Löhne;52,2;8,7;wir ein Fohlen davor hatten, dann brauchten wir überhaupt nicht daran denken, dass ich mal mit;NULL;
ZW--_E_05754;Löhne;52,2;8,7;habe ich dann Sonntagsdienst gemacht. Da brauchte ich im Monat nur zwei Sonntagsdienste machen, dann hatte;NULL;
ZW--_E_05754;Löhne;52,2;8,7;haben wir ja alles selbst. Da brauche ich das ja nicht extra kaufen. .;NULL;
ZW--_E_05757;Löhne;52,2;8,7;will von der Gemeinde nichts. Ich brauche meinen Ziegenbock nicht von der Gemeinde füttern. Das ist;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05757;Löhne;52,2;8,7;doch für dich eingetreten! Für mich braucht keiner einzutreten. Lass die Bauern sehen mit ihren Bullen;ZU;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05758;Löhne;52,2;8,7;Schaufel, dass sie nicht zuviel tun brauchten . Und wenn sie dann im Bollweg waren, dann;NULL;
ZW--_E_05764;Löhne;52,2;8,7;ganz anders auf dem Mähdrescher. Da braucht gar nicht mal jemand abzusteigen, das Korn ist gleich;NULL;
ZW--_E_05767;Löhne;52,2;8,7;uns im Hause Stuten gab, dann brauchten wir nicht auf den Kalender kucken, dann war entweder;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05775;Kirchlengern;52,2;8,63;Afrika, und da ging es dann braucht man ja nicht weiter drüber sprechen, da wurden wir;NULL;
ZW--_E_05775;Kirchlengern;52,2;8,63;keinen Zweifel dran, wird sofort, brauchst nur kommen! Und so ging das dann von einem;NULL;
ZW--_E_05776;Kirchlengern;52,2;8,63;Erstknecht und auch der Pferdeknecht, die brauchten sich nicht weiter um die anderen Arbeiten kümmern. Im;NULL;
ZW--_E_05776;Kirchlengern;52,2;8,63;da waren das auch Selbstversorger, die brauchten dann nicht abliefern, die konnten dann das, was;NULL;
ZW--_E_05776;Kirchlengern;52,2;8,63;dass man nicht mehr allzu lange warten braucht. Allerdings vor Jahren war das noch etwas anders.;NULL;
ZW--_E_05776;Kirchlengern;52,2;8,63;desto schöner ist es, wir brauchten nämlich das Korn gar nicht nachtrocknen, sondern es war;NULL;
ZW--_E_05776;Kirchlengern;52,2;8,63;es wirklich gerne haben wollen. Man braucht bloß ein, zwei gute Tage haben;NULL;
ZW--_E_05778;Kirchlengern;52,2;8,63;dieser Ackerei die Nase so voll und brauchte auch nachher nichts mehr machen. Ja, und dann;NULL;Audiodatei passt nicht zum Textabschnitt
ZW--_E_05781;Kirchlengern;52,2;8,63;so geschafft. Aber für fünfundzwanzig Pfennige brauchten sie damals ja auch nicht so unwuis arbeiten. Und;NULL;
ZW--_E_05782;Kirchlengern;52,2;8,63;das war die beste Zeit und weiter braucht man da nichts von zu erzählen. Nachher bin ich;ZU;Audiodatei passt nicht zum Textabschnitt
